Title,Date,Participants,Ref.Keywords
"Discussion on the motion for consideration of the Companies Bill, 2011 (Bill Passed). ",18-12-2012,"Pilot Shri Sachin,Chanabasappa Shri Udasi Shivkumar,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Ray Shri Saugata,Haque Shri Sk. Saidul,Thambidurai Shri M.,Mahtab Shri Bhartruhari,Kumar Shri Ajay,Dubey Shri Nishikant ,Mukherjee Shri Abhijit,Devegowda Shri H.D.,Pilot Shri Sachin","Employment Opportunities,Investments,Land Acquisition,Remuneration,Economic Liberalisation,Corporate Sector,Infrastructure Development,Securities and Exchange Board of India (SEBI),Below Poverty Line,E-governance,Direct Tax Code (DTC),General Anti-Avoidance Rules (GAAR),Serious Fraud Investigation Office (SFIO),Corporate Social Responsibility,National Financial Reporting Authority (NFRA)"
"Introduction of the Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2012. ",14-12-2012,Deo Shri V. Kishore Chandra S.,
"Introduction and Passing of the Appropriation (No. 4) Bill, 2012. ",14-12-2012,Chidambaram Shri Palaniappan,
"Introduction of the Competition (Amendment) Bill, 2012. ",10/12/2012,Pilot Shri Sachin,
"Introduction of the Governors (Emoluments, Allowances and Privileges) Amendment Bill, 2012. ",10/12/2012,Shinde Shri Sushil Kumar,
"Further discussion on the motion for consideration of the Enforcement of Security Interest and Recovery of Debts Laws (Amendment) Bill, 2011 (Discussion concluded and Bill passed). ",10/12/2012,"Kumar Shri Shailendra,Ray Shri Saugata,Pandey Shri Gorakh Nath,Sampath Shri Anirudhan,Misra Shri Pinaki,Adsul Shri Anandrao Vithoba,Das Gupta Shri Gurudas,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Kumar Shri Ajay,Kumar Shri Kaushalendra,Semmalai Shri S. ,Sinha Shri Yashwant,Chidambaram Shri Palaniappan","Bank Loans,Banking Systems,Financial Institutions,Money Lending,NABARD,Rural Banks,State Bank Of India,Reserve Bank of India (RBI),Non-Performing Assets,Cooperative Banks,Foreign Direct Investment (FDI),Immovable Property,Loan Recovery,Self-help Groups,Nationalized Bank,Banking Industry"
"Discussion on the motion for consideration of the Banking Laws (Amendment) Bill, 2011. ",10/12/2012,"Chidambaram Shri Palaniappan,Das Gupta Shri Gurudas,Acharia Shri Basudeb,Sinha Shri Yashwant",
"Discussion on the motion for consideration of the Enforcement of Security Interest and Recovery of Debts Laws (Amendment) Bill, 2011. ",7/12/2012,"Chidambaram Shri Palaniappan,Ray Shri Saugata,Singh Shri Dushyant,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra","Banking Systems,Commercial Banks,Foreign Banks,House Building Loans,Small Scale Industries (SSI),Reserve Bank of India (RBI),Non-Performing Assets,Debt Recovery Tribunals,Cooperative Banks,Loan Recovery,Banking Industry"
"Introduction of the Criminal Law (Amendment) Bill, 2012. ",4/12/2012,Shinde Shri Sushil Kumar,
"Further discussion on the motion for consideration of the Unlawful Activities (Prevention) Amendment Bill, 2011 moved by Shri Sushil Kumar Shinde on 29.11.2012 (Bill Passed). ",30-11-2012,"Panda Shri Prabodh,Haque Shri Sk. Saidul,Roy Shri Arjun,Mahtab Shri Bhartruhari,Thamaraiselvan Shri R.,Majumdar Shri Prasanta Kumar,Owaisi Shri Asaduddin,Beg Shri Mirza Mehboob,Rao Shri Nama Nageswara,Bwiswmuthiary Shri Sansuma Khunggur,Shinde Shri Sushil Kumar","Atrocities,Interpol,Law and Order,Minorities,Property,TADA,Terrorism,UN Security Council,Compensations,Tribals,Youth Unemployment,Punishments,POTA,Economic Stability,Criminal Law,Fake Currency,Unique Identification Number(UIN)"
"Discussion on the motion for consideration of the Prevention of Money-Laundering (Amendment) Bill, 2011, moved by Shri P. Chidambaram (Bill Passed). ",29-11-2012,"Chidambaram Shri Palaniappan,Dubey Shri Nishikant ,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Choudhary Shri Bhudeo,Ray Shri Saugata,Haque Shri Sk. Saidul,Mahtab Shri Bhartruhari,Thambidurai Shri M.,Panda Shri Prabodh,Majumdar Shri Prasanta Kumar,Singh Dr. Raghuvansh Prasad,Roy Shri Nripendra Nath,Kumar Shri Ajay,Chidambaram Shri Palaniappan","Black Money,Foreign Investments,Smuggling,Tax Evasion,Terrorism,Corruption,Crimes,Reserve Bank of India (RBI),Non-Governmental Organisations (NGO),Monitoring Mechanism,Securities and Exchange Board of India (SEBI),Drug Trafficking,Foreign Direct Investment (FDI),Money Laundering,Foreign Funding,Real Estate,Human Trafficking,Central Board of Direct Taxes (CBDT)"
"Discussion on the motion for consideration of the Unlawful Activities (Prevention) Amendment Bill, 2011 (Discussion not concluded). ",29-11-2012,"Shinde Shri Sushil Kumar,Meghwal Shri Arjun Ram ,Chacko Shri P.C.,Kumar Shri Shailendra,Ray Shri Saugata,Panda Shri Prabodh","Terrorism,Unlawful Activities,Violence,Punishments,POTA,Economic Stability,Criminalisation,Money Laundering,Fake Currency"
"Introduction of the Central Universities (Amendment) Bill, 2012. ",26-11-2012,Raju Pallam Mangapati Shri Mallipudi,
"Introduction of the Coal Mines (Conservation and Development) Amendment Bill, 2012. ",22-11-2012,Patil Shri Pratik Prakashbapu,
"Intrdouction of the Constitution (One Hundred-Eighteenth Amendment) Bill, 2012 (Insertion of new article 371J). ",7/9/2012,Shinde Shri Sushil Kumar,
"Introduction of the Street Vendors (Protection of Livelihood and Regulation of Street Vending) Bill, 2012. ",6/9/2012,Selja Kumari ,
"Withdrawn of the Securities and Exchange Board of India (Amendment) Bill, 2009. ",5/9/2012,Meena Shri Namo Narain,
"Motion to consider National Institute of Mental Health and Neuro-Sciences, Bangalore Bill, 2012 (Bill Passed). ",4/9/2012,Gandhiselvan Shri S.,
"Introduction of the Prohibition of Employment as Manual </span><span style=''font-family:AryanUnicode; mso-bidi-font-family:""Times New Roman"";mso-bidi-font-weight:bold''>Scavengers and their Rehabilitation Bill, 2012. ",3/9/2012,Wasnik Shri Mukul Balkrishna,
"Motion to consider </span><span style=''font-size:13.0pt;mso-bidi-font-size:12.0pt;font-family:AryanUnicode''>North-Eastern Areas (Reorganisation) Amendment Bill, 2011(Bill Passed) ",3/9/2012,Mullappally Shri Ramachandran,
"Motion to consider </span><span style=''font-family:AryanUnicode''>Protection of Women Against Sexual Harassment at</span><b><span style=''font-size:13.0pt; font-family:AryanUnicode''> </span></b><span style=''font-size:13.0pt;font-family: AryanUnicode;mso-bidi-font-weight:bold''>Workplace Bill, 2010 (Bill Passed). ",3/9/2012,Tirath Smt. Krishna,
"Motion to consider </span><span lang=EN-GB style=''font-size:13.0pt;font-family:AryanUnicode;mso-ansi-language: EN-GB;mso-bidi-font-weight:bold''>National Highways Authority of India (Amendment) Bill, 2011(Bill Passed). ",3/9/2012,Joshi Dr. C. P.,
"Further discussion on the motion for consideration of the Chemical Weapons Convention (Amendment) Bill, 2012 (Bill Passed). ",30-08-2012,Jena Shri Srikanta Kumar,
"Motion for consider the All India Institute of Medical Sciences (Amendment) Bill, 2012 (Motion Adopted and Bill Passed). ",30-08-2012,Azad Shri Ghulam Nabi,
"Introduction of the All India Institute of Medical Sciences (Amendment) Bill, 2012. ",27-08-2012,Azad Shri Ghulam Nabi,
"Further discussion on the motion for consideration of the Chemical Weapons Convention (Amendment) Bill, 2012 (Discussion not concluded). ",17-08-2012,"Jena Shri Srikanta Kumar,Singh Shri Jaswant,Nirupam Shri Sanjay Brijkishorilal ,Kumar Shri Shailendra,Kumar Shri Kaushalendra,Bali Ram Dr. ,Thamaraiselvan Shri R.,Semmalai Shri S. ,Singh Dr. Raghuvansh Prasad","Chemical Weapons,Gas Leakage,Health Hazards,Pollution,Safety Measures,UN General Assembly,Appointment,Punishments"
"Discussion on the motion for consideration of the Chemical Weapons Convention (Amendment) Bill, 2012. ",13-08-2012,Jena Shri Srikanta Kumar,
"Further discussion on the motion for consideration of the National Accreditation Regulatory Authority for Higher Educational Institutions Bill, 2010 (Discussion not concluded). ",9/8/2012,"Sibal Shri Kapil,Hegde Shri Anant Kumar,Rao Shri Kavuri Samba Siva","Educational Institutions,Educational Reforms,Educational Standard,Enrolment,Higher Education,Quality Of Education,Universities,University Grants Commission,Corruption"
"Discussion on the motion for consideration of the National Accreditation Regulatory Authority for Higher Educational Institutions Bill, 2010. ",8/8/2012,Sibal Shri Kapil,"Enrolment,Higher Education,Quality Of Education,Right to Education"
"Introduction of the Micro Finance Institutions (Development and Regulation) Bill, 2012. ",22-05-2012,Mukherjee Shri Pranab,
"Introduction of the Small Industries Development Bank of India (Amendment) Bill, 2012. ",22-05-2012,Mukherjee Shri Pranab,
"Discussion on the motion for consideration of the Copyright (Amendment) Bill, 2012 (Discussion Concluded). ",22-05-2012,"Sibal Shri Kapil,Swaraj Smt. Sushma,Tharoor Shri Shashi,Yadav Shri Sharad,Kumar Shri Shailendra,Saha Shri Anup Kumar,Satpathy Shri Tathagata,Chauhan Shri Dara Singh,Semmalai Shri S. ,Bwiswmuthiary Shri Sansuma Khunggur,Thamaraiselvan Shri R.,Sibal Shri Kapil","Authors,Film Industry,Music,Royalties,World Intellectual Property Org,Licensing Policy,Technology Upgradation,Copyright Act,Commercialisation,Justice"
"Discussion on the motion for consideration of the Anand Marriage (Amendment) Bill, 2012, as passed by Rajya Sabha (Discussion concluded and Bill Passed). ",22-05-2012,"Khurshid Shri Salman,Badal Harsimrat Kaur,Bajwa Shri Partap Singh,Kumar Shri Shailendra,Ghubaya Shri Sher Singh,Singh Shri Ravneet,Gulshan Smt. Paramjit Kaur,Mahtab Shri Bhartruhari,Kumar Shri Ajay,Bauri Smt. Susmita,Bwiswmuthiary Shri Sansuma Khunggur,De Dr. Ratna,Kumari Smt. Putul,Khurshid Shri Salman","Certificates,Divorce,Religion,Sikhism,Sikhs,Non-Resident Indians (NRIs),Marriage Registration"
"Discussion on the motion for consideration of the Protection of Children from Sexual Offences Bill, 2012, as passed by Rajya Sabha (Discussion concluded and Bill passed). ",22-05-2012,"Kumar Shri Shailendra,Lalu Prasad Shri ,Pandey Shri Gorakh Nath,Hazari Shri Maheshwar ,De Dr. Ratna,Bauri Smt. Susmita,Mahtab Shri Bhartruhari,Tirath Smt. Krishna,Tirath Smt. Krishna,Virendra Kumar Shri ,J Helen Davidson,Katoch Smt. Chandresh Kumari","Censor Board,Child Abuse,Child Development,Child Marriage,Child Welfare,Compulsory Education,Financial Aid,Indian Penal Code,Juvenile Courts,Juvenile Justice,Kidnapping,Malnutrition,Obscene Materials,Rape,Rehabilitation,Foeticide,Sexual Harassment,Disabled,TV Programmes,Imprisonment,Punishments,Human Trafficking"
"Introduction of the Constitution (Scheduled Castes) Order (Amendment) Bill, 2012. ",21-05-2012,Wasnik Shri Mukul Balkrishna,
"Introduction of the Universities for Research and Innovation Bill, 2012. ",21-05-2012,Sibal Shri Kapil,
"Discussion on the motion for consideration of the Rajiv Gandhi National Institute of Youth Development Bill, 2011(Discussion Concluded and Bill Passed). ",21-05-2012,"Maken Shri Ajay,Azad Shri Kirti (Jha),Ering Shri Ninong,Kumar Shri Shailendra,Rajbhar Shri Ramashankar,Roy Shri Arjun,Thamaraiselvan Shri R.,Sampath Shri Anirudhan,Lalu Prasad Shri ,Maken Shri Ajay","Brain Drain,Distance Study,Educational Development,Fund Allocation,Higher Education,Human Resources,Research and Development,Research Policy,Sports Facilities,Sports Promotion,Infrastructure Development,Youth Development,Naxalism"
"Further discussion on the motion for consideration of the Railway Property (Unlawful Possession) Amendment Bill, 2011, as passed by Rajya Sabha. ",18-05-2012,"Kishor Shri Kamal ,Mandal Dr. Tarun,Muniyappa Shri K.H.","Railway Property,Recruitment,Rehabilitation,Land Encroachment,Railway Protection Force (RPF),Public Private Partnership (PPP)"
"Introduction of the National Co-operative Development Corporation (Amendment) Bill, 2012. ",17-05-2012,Rawat Shri Harish Chandra Singh,
"Discussion on the motion for consideration of the Administrators-General (Amendment) Bill, 2012, as passed by Rajya Sabha (Discussion concluded and Bill passed). ",17-05-2012,"Khurshid Shri Salman,Khurshid Shri Salman,Meghwal Shri Arjun Ram ","Jammu & Kashmir,Poor,Property"
"Discussion on the motion for consideration of the Railway Property (Unlawful Possession) Amendment Bill, 2011, as passed by Rajya Sabha (Discussion not concluded). ",17-05-2012,"Wasnik Shri Mukul Balkrishna,Ramasubbu Shri S.S.,Sethi Shri Arjun Charan,Kumar Shri Shailendra,Tandon Shri Lal Ji,Singh Shri Vijay Bahadur,Choudhary Shri Bhudeo,Lalu Prasad Shri ,Sivakumar @ J.K. Ritheesh. K Shri ,Panda Shri Prabodh,Haque Shri Sk. Saidul,Joshi Shri Pralhad Venkatesh,Singh Chaudhary Lal","Colleges,Hospitals,Indian Penal Code,Land Utilization,Railway Property,Slum Dwellers,Unauthorised Construction,Land Encroachment,Railway Protection Force (RPF),Central Schools,Immovable Property"
"Discussion on the motion for consideration of the Central Educational Institutions (Reservation in Admission) Amendment Bill, 2012, moved by Shri Kapil Sibal (Bill Passed). ",16-05-2012,"Sibal Shri Kapil,Singh Shri Ganesh,Tamta Shri Pradeep,Kumar Shri Shailendra,Bali Ram Dr. ,Singh Shri Mahabali,De Dr. Ratna,Thamaraiselvan Shri R.,Mohan Shri Malik Sakti,Jena Shri Mohan,Nagorao Shri Dudhgaonkar Ganeshrao,Semmalai Shri S. ,Rama Devi Smt. ,Tarai Shri Bibhu Prasad,Sayeed Muhammed Hamdulla A. B. ,Chauhan Shri Mahendrasinh P.,Antony Shri Anto,Kashyap Shri Virender,Riyan Shri Baju Ban,Sibal Shri Kapil","Admission,Central Universities,Compulsory Education,Educational Institutions,Free Education,Higher Education,Muslims,Quality Of Education,Reservation Policy,Social Justice,Technical Education,Tribal Areas,Women,Infrastructure Facilities,Educationally Backward,Scheduled Castes (SCs),Scheduled Tribes (STs),Other Backward Classes (OBCs),Education Policy,Central Schools,Foreign Universities,Public Private Partnership (PPP)"
"Discussion on the motion for consideration of the Motor Vehicles (Amendment) Bill, 2012 (Discussion not concluded). ",16-05-2012,"Joshi Dr. C. P.,Meghwal Shri Arjun Ram ,Chowdhury Shri Adhir Ranjan,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Kumar Shri Vishwa Mohan,De Dr. Ratna","Drivers,Driving Licence,Insurance Claim,Motor Vehicles,Road Accidents,Road Transport,Safety Measures,Taxes,Training,Compensations,Below Poverty Line,Toll Tax"
"Further discussion on the motion for consideration of the Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2011 moved by Shri V. Kishore Chandra Deo on the 14th May, 2012 (Discussion Concluded and Bill Passed). ",15-05-2012,"Wakchaure Shri Bhausaheb Rajaram,Lalu Prasad Shri ,Dhurve Jyoti,Vishwanath Shri Adagur H,Mahato Shri Narahari,Singh Kunwar Rewati Raman,Rajbhar Shri Ramashankar,Hazari Shri Maheshwar ,Shariq Shri Sharifuddin,Pangi Shri Jayaram,Yadav Shri Hukamdeo Narayan,Kodikunnil Shri Suresh,Hassan Dr. Monazir ,Argal Shri Ashok,Taviad Dr. Prabha Kishore,Acharia Shri Basudeb,Kashyap Shri Virender,Singh Chaudhary Lal,Patasani Dr. (Prof.) Prasanna Kumar,Biswal Shri Hemanand ,Anandan Shri M.,Chauhan Shri Dara Singh,Adityanath Shri Yogi,Panda Shri Prabodh,Baske Shri Pulin Bihar,Shankar Alias Kushal Tiwari Shri Bhisma,Deo Shri V. Kishore Chandra S.","Development Programmes,Drinking Water,Economic And Social Development,Education,Employment Opportunities,Forest Dwellers,Fundamental Rights,Muslims,Scheduled Tribes (STs),Tribal Welfare,Basic Amenities,Reservation,Unemployed Youth,Welfare Measures,Naxalism,SCs & STs lists,Caste Certificate"
"Introduction of the Public Procurement Bill, 2012. ",14-05-2012,Mukherjee Shri Pranab,
"Discussion on the motion for consideration of the Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2011 (discussion not concluded). ",14-05-2012,"Deo Shri V. Kishore Chandra S.,Joshi Shri Pralhad Venkatesh,Yadav Smt. Dimple,Kumar Shri Shailendra,Singh Shri Dhananjay ,Choudhary Shri Bhudeo,Sivakumar @ J.K. Ritheesh. K Shri ,Riyan Shri Baju Ban,Lingam Shri P.,Singh Dr. Raghuvansh Prasad,Dubey Shri Nishikant ,Dhruvanarayana Shri R. ,De Dr. Ratna,Rao Shri Nama Nageswara,Ramkishun Shri ,Naik Dr. Sanjeev Ganesh,Khan Shri Hassan","Economic And Social Development,Education,Forest Dwellers,Fundamental Rights,Reservation Policy,Scheduled Tribes (STs),Tribal Welfare,Basic Amenities,Welfare Measures,Naxalism,Caste Certificate"
"Motion to consider Amendments made by Rajya Sabha to the Institutes of Technology (Amendment) Bill, 2012 (Motion Adopted). ",11/5/2012,Sibal Shri Kapil,
"Motion to consider Amendments made by Rajya Sabha to the National Institutes of Technology (Amendment) Bill, 2012 (Motion Adopted). ",11/5/2012,Sibal Shri Kapil,
"Further discussion on the motion for consideration of the North-Eastern Areas (Reorganisation) and Other Related Laws (Amendment) Bill, 2012 moved by Shri Mullapally Ramachandran on 10 May, 2012 (Motion Adopted and Bill Passed). ",11/5/2012,Mullappally Shri Ramachandran,
"Discussion on the motion for consideration of the North-Eastern Areas (Reorganisation and other Related Laws) Amendment Bill, 2012 (Discussion not concluded). ",10/5/2012,Mullappally Shri Ramachandran,
"Further discussion on the motion for consideration of the Right of Children to Free and Compulsory Education (Amendment) Bill, 2012 moved by Shri Kapil Sibal on 08.05.2012<span style=""mso-spacerun: yes"">  </span>(Discussion Concluded and Bill Passed). ",9/5/2012,"Sibal Shri Kapil,Solanki Dr. Kirit Premjibhai,Kodikunnil Shri Suresh,Kumar Shri Shailendra,Bali Ram Dr. ,Singh Smt. Meena,De Dr. Ratna,Lalu Prasad Shri ,J Helen Davidson,Biju Shri P. K.,Mahtab Shri Bhartruhari,Sule Supriya ,Rajendran Shri C.,Panda Shri Prabodh,Ajnala Dr. Rattan Singh,Virendra Kumar Shri ,Dutt Smt. Priya Sunil,Singh Shri Jagada Nand,Mahato Shri Narahari,Kumar Shri Ajay,Basheer Shri E. T. Muhammed,Mani Shri Jose K.,Adityanath Shri Yogi,Owaisi Shri Asaduddin,Dias Dr. Charles,Mandal Dr. Tarun,Sibal Shri Kapil","Child Development,Compulsory Education,Education,Educational Institutions,Educational Reforms,Elementary Education,Free Education,Fundamental Rights,Hostels,Minorities,Muslims,Physically Handicapped,Poor,Quality Of Education,Rehabilitation,Right to Education,Subsidies,Teacher Recruitment,Teacher Training,Teacher-student Ratio,Modernisation,Corruption,Mid-Day-Meal Scheme,Literacy Rate,Non-Governmental Organisations (NGO),Monitoring Mechanism,Infrastructure Development,Curriculum,Madarsas,Reservation,Self-help Groups,Sarva Shiksha Abhiyan,Honorarium,Grading System"
"Further discussion on the motion for consideration of the Finance Bill, 2012 moved by Shri Pranab Mukherjee on 07.05.2012 (Bill Passed). ",8/5/2012,"Banerjee Shri Kalyan,Baalu Thiru Thalikkottai Rajuthevar,Chauhan Shri Dara Singh,Chowdhury Shri Bansagopal,Rao Shri Nama Nageswara,Swamygowda Shri N Cheluvaraya Swamy @,Rai Shri Prem Das,Mandal Dr. Tarun,Baitha Shri Kameshwar ,Hooda Shri Deepender Singh,Ajmal Shri Badruddin,Chauhan Shri Sanjay Singh,Shekhar Shri Neeraj,Kumar Shri Kaushalendra,Rajesh Shri M. B.,Advani Shri Lal Krishna,Mukherjee Shri Pranab","Agricultural Market,Agricultural Policy,Agricultural Sector,Bank Loans,Black Money,Electoral Reforms,Employment Opportunities,Excise Duty,Gross Domestic Product,Handloom Promotion,Income Tax,Insurance Claim,Irrigation Development,Jute Industry,Petroleum Products,Solar Energy,Subsidies,Tax Exemption,Tax Revenues,Taxation,Indirect Taxes,Corruption,Customs Duty,Reserve Bank of India (RBI),Value Added Tax (VAT),Minimum Support Prices (MSP),Employment Generation,Loan Waiving,Basic Amenities,Foreign Direct Investment (FDI),Loan Recovery,Service Tax,Below Poverty Line,Special Economic Zones,Educational Loan,Public Private Partnership (PPP),Storage Facility,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Direct Tax Code (DTC),Goods and Services Tax (GST),Illegal Mining,General Anti-Avoidance Rules (GAAR)"
"Discussion on the motion for consideration of the Right of Children to Free and Compulsory Education (Amendment) Bill, 2012 as passed by Rajya Sabha (Discussion not concluded). ",8/5/2012,Sibal Shri Kapil,
"Further discussion on the motion for consideration of the Indian Medical Council (Amendment) Bill, 2012 moved by Shri Ghulam Nabi Azad on 4th May, 2012. ",7/5/2012,"Azad Shri Ghulam Nabi,Venugopal Shri P.,Gandhi Smt. Maneka Sanjay,Chowdhury Shri Adhir Ranjan,Solanki Dr. Kirit Premjibhai,Rao Shri Nama Nageswara,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Mandal Dr. Tarun,De Dr. Ratna,Nagar Shri Surendra Singh,Yadav Shri Ranjan Prasad","AIIMS,Doctors,Hospitals,Irregularities,Medical Colleges,Medical Council of India,Medical Education,Medical Facilities,Medicine,Research and Development,Corruption,Anganwadi,CBI Inquiry,Scams,National Rural Health Mission,Accredited Social Health Activist (ASHA)"
"Discussion on the motion for consideration of the Finance Bill, 2012 (Discussion not concluded). ",7/5/2012,"Mukherjee Shri Pranab,Sinha Shri Yashwant,Rao Shri Kavuri Samba Siva,Kumar Shri Shailendra,Roy Shri Arjun,Mahtab Shri Bhartruhari,Semmalai Shri S. ,Yadav Shri Hukamdeo Narayan,Tandon Annu,Lingam Shri P.,Singh Dr. Raghuvansh Prasad,Majumdar Shri Prasanta Kumar,Kumari Smt. Putul,Punia Shri P.L. ","Agricultural Sector,Black Market,Black Money,Chemical Fertilizers,Education,Employment Opportunities,Excise Duty,Foreign Investments,Gross Domestic Product,Handloom Promotion,Income Tax,Indira Awaas Yojana,Industrial Growth,Inflation,Petroleum Products,Rural Development,Rural Electrification,Subsidies,Tax Deduction,Tax Exemption,Taxation,Unemployment,Customs Duty,Small Scale Industries (SSI),Reserve Bank of India (RBI),Value Added Tax (VAT),Middleman,Minimum Support Prices (MSP),Economic Reforms,Readymade Garments,Basic Amenities,Foreign Direct Investment (FDI),Service Tax,Below Poverty Line,Money Laundering,Self-help Groups,Sarva Shiksha Abhiyan,Direct Tax Code (DTC),Goods and Services Tax (GST),Central Board of Direct Taxes (CBDT),General Anti-Avoidance Rules (GAAR)"
"Discussion on the motion for consideration of the Indian Medical Council (Amendment) Bill, 2012 (Discussion not concluded). ",4/5/2012,"Azad Shri Ghulam Nabi,Jaiswal Dr. Sanjay ,Pal Shri Jagdambika,Kumar Shri Shailendra,Singh Shri Dhananjay ,Thamaraiselvan Shri R.,Kumar Shri Kaushalendra,Dastidar Kakli Ghosh,Saha Shri Anup Kumar,Satpathy Shri Tathagata,Venugopal Shri P.","Elections,Health Centres,Health Education,Health Facilities,Health Policy,Health Services,Hospitals,Medical Colleges,Medical Council of India,Medical Education,Teacher-student Ratio,Dental Council Of India,Corruption,Health Care,CBI Inquiry,Life Saving Drugs,Accredited Social Health Activist (ASHA)"
"Introduction of the Bureau of Indian Standards (Amendment) Bill, 2012. ",3/5/2012,Thomas Prof. K.V.,
"Introduction of Indian Medical Council (Amendment) Bill, 2012. ",3/5/2012,Azad Shri Ghulam Nabi,
"Introduction of the Appropriation (No. 3) Bill, 2012. ",3/5/2012,Mukherjee Shri Pranab,
"Introduction of the National Housing Bank (Amendment) Bill, 2012. ",30-04-2012,Mukherjee Shri Pranab,
"Introduction of the Administrative Tribunals (Amendment) Bill, 2012. ",27-04-2012,Narayanasamy Shri V.,
"Introduction of the North-Eastern Areas (Reorganisation) and Other Related Laws (Amendment) Bill, 2012. ",26-04-2012,Chidambaram Shri Palaniappan,
"Introduction and passing of the Appropriation (Railways) No. 3 Bill, 2012. ",26-04-2012,Roy Shri Mukul,
"Introduction of the Piracy Bill, 2012. ",24-04-2012,Ahamed Shri E.,
"Further discussion on the motion for consideration of the Judicial Standards and Accountability Bill, 2010 (Bill Passed). ",29-03-2012,Khurshid Shri Salman,"Judges,Judiciary,Appointment,Courts,Imprisonment"
"Introduction and passing of the Appropriation (Vote on Account) Bill, 2012. ",27-03-2012,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation Bill, 2012. ",27-03-2012,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation (No. 2) Bill, 2012. ",27-03-2012,Mukherjee Shri Pranab,
"Introduction and passing of the Appropriation (Railways) Vote on Account Bill, 2012. ",22-03-2012,Roy Shri Mukul,
"Introduction and passing of the Appropriation (Railways) Bill, 2012. ",22-03-2012,Roy Shri Mukul,
"Introduction and passing of the Appropriation (Railways) No. 2 Bill, 2012. ",22-03-2012,Roy Shri Mukul,
"Introduction of the Finance Bill, 2012. ",16-03-2012,Mukherjee Shri Pranab,
"Introduction of the Unlawful Activities (Prevention) Amendment Bill, 2011. ",29-12-2011,Singh Shri Jitendra,
"Discussion on the motion for consideration of the Judicial Standards and Accountability Bill, 2010<span style=""mso-spacerun: yes"">  </span>and Constitution (One Hundred and Fourteenth Amendment) Bill, 2010 (Amendment of articles 217 and 224) (Discussion not concluded). ",28-12-2011,"Khurshid Shri Salman,Gowda Shri D.B. Chandre,Tewari Shri Manish,Kumar Shri Shailendra,Singh Shri Vijay Bahadur,Roy Shri Arjun,Banerjee Shri Kalyan,Thamaraiselvan Shri R.,Sampath Shri Anirudhan,Misra Shri Pinaki,Khaire Shri Chandrakant Bhaurao,Semmalai Shri S. ,Naik Dr. Sanjeev Ganesh,Rao Shri Nama Nageswara,Chauhan Shri Sanjay Singh,Singh Shri Ganesh,Natrajan Meenakshi,Panda Shri Prabodh,Singh Dr. Raghuvansh Prasad,Beg Shri Mirza Mehboob,Mahato Shri Narahari,Basheer Shri E. T. Muhammed","Contempt of Courts,High Courts,Judgements,Judges,Reservation Policy,Supreme Court,Investigation,Corruption,Judicial Enquiry,Court Benches,Judicial Activism,Right to Franchise,Judicial System,Backlog Vacancies,Public Interest Litigation (PIL),Pending Cases,Appointement,Retirement Age"
"Introduction of the Prevention of Money-Laundering (Amendment) Bill, 2011. ",27-12-2011,Mukherjee Shri Pranab,
"Introduction of the Constitution (Scheduled Tribes) Order (Second Amendment) Bill, 2011 [Amendment of Part VI of Constitution (Scheduled Tribes) Order, 1950]. ",27-12-2011,Deo Shri V. Kishore Chandra S.,
"Introduction of the Electronic Delivery of Services Bill, 2011. ",27-12-2011,Sibal Shri Kapil,
"Amendments made by Rajya Sabha to the Academy of Scientific and innovative Research Bill, 2011 (Amendments Agreed). ",27-12-2011,"Deshmukh Shri Vilasrao,Nagorao Shri Dudhgaonkar Ganeshrao,Yadav Shri Hukamdeo Narayan,Kumar Shri Shailendra","Manpower Needs,Research and Development,Employment Generation,CSIR,Self-help Groups"
